sentence1,label
the port on the right works like USB 2.0 in speed.,0
The quality of the graphics is outstanding.,0
It eventually failed after 3 weeks of use but Asus with their awesome customer service provided me with a full refund.,0
A wearble device with windows hello enabled fingerprint recognition to serve as an alternative to traditional keys,1
Was super easy to unscrew the bottom and add in an extra SSD,0
The 144hz 1080p monitor is very nice and the small beezle at the edge makes viewing a pure pleasure,0
"I did not like the mouse pad, it was small and felt like plastic and honestly a bad build for a high priced premium laptop.",0
a lack of USB ports on the side may become a problem when I'm at my desk at home,0
Runs all the computer games and programs that I need.,0
Great build quality and good battery life,0
The screen looks great and has thin bezels due to Asus removing the webcam and packing it separately.,0
"The trackpad isn't sensitive enough, and it requires a lot of force to push down.",0
It's pretty easy to change the lighting settings in Armoury Crate after an auto update of ROG Live Service came through.,0
"its amazingly fast, has a high refresh rate",0
"Power supply is bulky, runs hot and has a non-standard connector that can easily scratch up the area where it plugs in",0
"HP has designed a pretty, silver, metallic, thin, lightweight machine",0
it’s really comfortable to work with and easy to quickly take it anywhere since that i take to college every day,0
no easy access to the SSD or RAM,0
"The coil whine produced by the laptop is far too audible for me, and is definitely a dealbreaker.",0
The SSD is reporting errors,0
The laptop screen frame and LCD hinge broke under light use after only 1 year and 4 months.,0
The programs crashed while loading and most importantly and offensively the computer LAGGED OUT ON a game that has hardly any demand!!!,0
power button is to easy to press down and near other keys which could prompt accidental shut downs.,0
It doesn't overheat the keyboard like other gaming laptops.,0
The wifi card on this seems really strong as I always have a consistent fast connection with no drop outs.,0
the slow response rate was noticeable,0
"The smooth monitor, best in graphics for laptops, easy gliding keyboard, and software that help enhance the over all experience when using this beauty.",0
"as far as touch and the keyboard, it is smooth and easy to type",0
It is extremely fast and quiet.,0
I get a device that doesn’t allow me to use G-sync I did all kind of updates and factory reset but this is how I got the device.,0
This is great for work and relaxing with my latest game.,0
"When I game and the GPU is in fact working hard, the laptop gets VERY hot, as does the power brick. I don’t have a flir so I cannot check the actual temps but it is hot to the touch to the point I worry about the longevity of the components inside.",0
"The left/right clicks does not extend to the lower corners of the pad, you have to click about one inch away from the lower corners of the pad if you want a mechanical click",0
"The color schemes are great, and i really like the lightbar.",0
I like the keyboard design.,0
GS65 doesn't feel as solid and I would have expected a little more after shelling out $2000 for this thing.,0
It is clearly a driver incompatibility problem with Win 10.,0
I bought this laptop for college as it will provide adequate battery life for everyday use while also giving the power to game when plugged in during the evening,0
"Computers should feature AR displays, enabling users to overlay virtual elements onto the real world, enhancing productivity, gaming experiences, and visualizing data in new ways.",1
"It works good for surfing the web, keyboard and touchpad are spot on,thin and lightweight.",0
"track pad was flaky and sometimes completely unresponsive for 3-10 seconds, and then work again for a short period of time before becoming unresponsive again.",0
About speed it has a very powerful CPU for multitasking.,0
graphics stay sharp and play is not delayed,0
"It runs hot, like you'd expect a thin gaming laptop to, and so expect loud fan noises while gaming",0
matte black with copper accents is simple and professional,0
the 6GB of RAM provides for a very responsive experience when working with multiple windows and apps,0
seems to be made of a cheaper material,0
It's very light,0
"I love about this laptop is that the exterior is very muted as opposed to most other ""gaming"" laptops with their red highlights and harsh angles and design.",0
Great customer service The guy helped me to decide which other chuwi product can I get for me,0
"I've being using this for a few weeks now and am thrilled with the performance, screen quality and light weight.",0
"It’s also sizeable but not heavy, thus making it very portable.",0
After going through all the system updates i was pleasantly surprised at how snappy things were.,0
"The computer itself looks beautiful, highlighted by the thin bezel, slim frame, and RGB backlit keyboard",0
while the system asks me to restart the laptop for some speakers issue which is kind annoying,0
track pad is large and responsive which is all that I look for,0
"a removable graphics card, allowing you to easily upgrade to a more powerful graphics card in the future.",1
windows license is not activated,0
A gesture-control system that could accept simple hand gestures to control the user interface,1
Soon after the laptop stopped recognizing my password.,0
The amount of updates you have to perform is ridiculous it took literally half a day to get everything up and running on the computer.,0
I am a fan of the matte black and coppery gold aesthetic.,0
the display is crisp and the colors are vibrant.,0
I update my computer and it constantly rain into black screen problems.,0
"When gaming, fan noise is VERY loud so I turned it to silence mode, which caused “Your PC ran into a problem and need to restart”",0
The CPU supports LPDDR3-2133 and I think that would have made more sense with just a small performance hit.,0
Thin-and-light laptops are usually too thin for these ports.,0
A bit heavy on the portability side,0
I like that the Windows key is back on the left,0
Runs great on its own or on 65” 4k tv,0
I love the black and gold design with the slim bezel and light weight,0
The build quality of this laptop is solid.,0
"The CPU is great, the GPU is nice, and the thermals are able to keep up",0
A UI-driven handheld gadget for controlling smart home appliances,1
"Setup was easy, the typical Windows 10 dialogue and Lenovo doesn't load down the computer with too much bloatware",0
My keyboard started heating up and my legs were getting toasted.,0
"The illuminated keyboard can have its color changed, as a cool thing",0
they exhaust the heat on the right side so if you're left handed this is your dream laptop.,0
It was very accurate and really just worked like it should.,0
"When the processor is has work load, I can hear the fans of Zenbook 14",0
Coil whine and huge dent on the computer,0
BIOS has a setting to disable the annoying ROG brand POST graphic sound.,0
the laptop does become extremely loud when gaming and very hot,0
"I've had with it were the Fn, Alt, Win, and Enter keys failing",0
Love the clean look of the keyboard without having a cramped numpad,0
the all-metal chasis conducts the heat from the CPU/GPU too well,0
"I get the blue screen, the same day they brought my laptop to my home",0
It comes without much bloatware.,0
when gaming I did notice this laptop gets hot,0
"I think this thing is gorgeous, feels premium, and appears to have solid specs.",0
the size is incredible. Very thin and light weight.,0
This is a light and thin laptop,0
This laptop is probably the smoothest and nicest laptop I have worked with in my life.,0
The keyboard attachment through me thought it was a real keyboard turns out to be one of thoses cheap flimsy ones,0
"Lighting fast, graphics are pretty good thanks to the 1660ti",0
"Strong build, only the screen is a little bit too flexible for me but just when you ""play"" with it",0
I was met with a very obnoxious static/electronic/beeping noise coming from within the case.,0
The cooler boost is annoyingly loud.,0
Screen is clear and bright,0
"The model I bought has the most amount of RAM available and combine that with the video card, this is this best one on the market",0
"this laptop feels generally solid, with little body flex, and it looks super sleek and premium",0
The ribbon connector for adding an SSD or HDD in empty bay was provided and it worked when installed.,0
Cortana literally talks you through the process and it takes just a few minutes.,0
"Great for VR, it runs vr games at highest setting with no issues.",0
"Short battery life, only lasts around 1 and a half hours even in balanced mode.",0
The battery life has been pretty good,0
DOES NOT COME WITH THE LIGHT UP NUMBERPAD ON THE TRACKPAD,0
I like multi-display support as in the last couple of days,0
Being under 5 pounds makes this laptop very portable and doesn't fatigue your legs over long gaming sessions.,0
It's intended for gaming and offers very fast refresh so you won't see ghosting effects while gaming.,0
It comes with some annoying bloatware,0
The right shift key is smaller than a normal keyboard,0
The placement of the delete key is terrible. It’s above the numbers pad centered????,0
The screen is bright(!) with sharp resolution,0
"It has a nice look, it is light but solid, has full size keyboard with a good feeling when typing.",0
The mother board was upside down and made upgrading a pain which was a serious problem since the storage was limited to 512 GBs,0
the keyboard color scheme changer was a bit tricky to set up,0
"Surprising quality and clarity, with a comfortable max volume that can easily be heard over ambient noise.",0
crashes randomly and audio bugs a lot,0
The fan is loud no matter what you do,0
graphics/processor are great on high and epic quality,0
The image resolution from the screen is incredibly Crystal clear.,0
The power prick is huge and it takes a lot out of the charm of the laptop built.,0
A dual-surface construction with rigid and soft texture for varied typing experiences,1
The screen was sharp and bright.,0
"even when doing nothing but wordprocessing, both the CPU AND GPU fan are continuously running in this thing",0
The warranty was only for 12 months so MSI would not cover the replacement of a part that was obviously defective.,0
There is a very annoying buzzing sound like one you'd hear during an AOL connection or something .,0
The processing speed lags a little if you want to do heavy calculations,0
I really liked this product for its speed and resolution.,0
monitor is so wide and I have enough monitor space to process other works at the same time,0
Hinges on the computer look thin.,0
"Computer is thin, light, and beautiful.",0
"every key has independent color and intensity and you can save and switch between multiple setups, so it can be VERY useful to setup layouts highlighting keys for particular apps, or whatever effects you want.",0
the screen hinge that raises the back for more air,0
I play counter-strike: global offensive and having a laptop with a high refresh rate screen was very important for me.,0
"beautiful, clear, and colorful screen with touch capability",0
It fairly light weight with a fairly small power adapter.,0
The portability and weight of it is amazing.,0
Cpu and Gpu temps always stayed very cool while pefroming demanding task and gaming.,0
"The laptop is awesome - it is fast for any game I played on it, it works well and does what it is supposed to do.",0
"The screen is very good, very wide viewing.",0
Gets fairly hot with gaming and battery life is not great,0
"the icon @ is misplaced for this """,0
After playing Overwatch for a bit I was blown away by this beautiful screen.,0
The light up keyboard has gotten dozens of compliments after only having the machine for about 2 weeks.,0
"No mDP, which is strange, because my GS65 has a mDP, and many of my friends have mDP to DP cable for external G-sync monitor.",0
The unit does get a little hot when running heaver tasks but the thermals are laid out,0
this system is the noise when in full-on gaming mode,0
Webcam light is brighter than most and becomes annoying after a while,0
I also received a gift card from them,0
I noticed the screen was peeling back from the casing and the glue,0
it works really fast and provides great pictures,0
Fast as lightning with i7,0
The biggest merit of this product is the weight,0
The keyboard and trackpad seems good and responsive,0
Difficult to open the lid. No tabs or lip for fingers to pry open with,0
I need a computer that fits in my pocket and can do all the same things a normal computer can do,1
I recommend 10/10 if you're looking for a quality look that's powerful then this laptop is for you.,0
Excellent value and just a great computer.,0
The keyboard is perfectly sized and responsive,0
the speakers are pretty bad,0
Sound is terrible default driver is a Nahimic version which does not allow you to raise use enhancements on audio which the default driver provides the worst sounding audio possible,0
"It arrived beautifully packed, and felt incredibly good to hold.",0
"The keyboard is also well designed, making input a positive strength of this device.",0
The screen is fantastic.,0
I wish there were more ports.,0
this was a very fast delivery,0
it can get pretty loud when playing more intense games.,0
I wish the fingerprint scanner were a tad bit more sensitive,0
"The body is flimsy, if you pick the laptop up with one hand at a corner, it will warp a bit.",0
The power brick is huge,0
boot time is short and everything runs incredibly fast even with the highest game settings,0
It says there 16gb *1 which means there should be only 1 stick but there is two sticks of 8gb rams.,0
The steel series keys are super comfortable to type with and I love the fact that they have a number pad.,0
Battery life lasts long,0
This is so bad that more than half the screen is brown even when you are playing games.,0
"Having all this power is a thin, light laptop is amazing",0
The sound quality is high.,0
You will hear the fans when they run during heavy gaming to cool the high end CPU and graphics card,0
Its super sharp and the colors are rich and brings new life to your images.,0
"I love the RGB keyboard, it just give the laptop that extra visual aspect.",0
I know this is a gaming laptop but I actually bought it for school and it might sounds overkill but this laptop is perfect for schoo,0
It’s a powerful laptop that can also spin around and turn into a tablet,0
The keyboard is feels responsive and amazing to type on.,0
The built in stylus is responsive and sensitive as is the touch screen capacity.,0
MSI support is useless and didn't help or force them to drive many hours away to the nearest physical support center.,0
"The touch pad is a bit persnickity, it doesn't always respond promptly.",0
it is very sleek and the materials and design is very classy.,0
The unboxing surprised me in how lightweight the laptop was compared to my work laptop.,0
the screen resolution is as high as FHD 1080P,0
I like that they use the 75% keyboard layout so you have your arrows and navigation/editing buttons on the right and a full function row.,0
"The computer will mysteriously get really, really HOT while its sleeping and then the fans will spin up to full speed and the battery will die in less than 30 minutes.",0
Keyboard tactility is par for the course- great travel distance and the keyboard deck doesn't flex thank god,0
wifi card is not capable of streaming video even when 10 feet from router,0
This laptop comes preloaded with a lot of stuff.,0
The large trackpad under the keyboard was really unobtrusive and did not impede accurately typing on the keyboard.,0
Per key RGB is beautiful and stunning. Pressing the Fn key lights up the available Fn key is cool.,0
it makes of really high pitch sound,0
I love logging in with my fingerprint.,0
The screen was very good though crystal image,0
The hinges don't leave me confident in the durability either.,0
Thin bezels was an option that was great,0
I like how Windows now gives access to an appstore.,0
The keyboard is good,0
"After countless hours updating bios, updating drivers, undervolting underclocking the computer was unable to utilize a full performance on games because it was THERMAL THROTTLING LIKE HELL",0
The keyboard and track pad are both comfy and work well.,0
my machine isn't even displaying my RTX 2060 in device manager,0
The feel and look is impressive from the start.,0
Screen is always flickering blank Idk why.,0
The power prick doesn't work on Airplanes,0
"It looks good, battery life is good",0
The touchpad and fingerprint reader is very sensitive sometimes it will cause mis-typing,0
i am happy with fast delivery.. i choose 5-8 buissnes days for free shiping and it arive in 4 days,0
"The keyboard has a lovely (and silent!) touch and isn't cramped at all, and the keyboard isn't the only quiet part - the fan is silent.",0
It's very thin and light weight.,0
It's significantly lighter than my last gaming laptop,0
camera is mediocre,0
the power cable that comes with it is short.,0
Sent wrong power set up,0
"the 6th month comes around, the screen just loves to black out frequently.",0
Display quality is excellent- colors pop,0
the keyboard's keys are slightly depressed to where they don't actually touch the surface of whatever the unit is resting on but it still feels wrong!,0
"I take it to school every day, it's good because it's not heavy",0
good performance for the price,0
"Screen is a very high quality LCD panel, it has accurate colors, good contrast, and brightness.",0
"the mousepad frequently stops responding/working, which is super annoying.",0
Suffering from random FPS drops and this kills your gaming experience.,0
"when I would right click, if you just glanced the keyboard at ALL, the whatever menu you had up would close.",0
the touchscreen is responsive,0
"The keyboard is so beautiful, the graphic",0
the keyboard which is still not up to par with Dell; HP; Apple etc.,0
the trackpad was terribly loose,0
"The notebook design is very stylish and although this monster have a GeForce RTX 2080 (Max Q), it is very light and mobile.",0
After the first week and a half the backlit keyboard stopped working completely all of the programs were unresponsive and nothing would download properly.,0
Battery is on the rather weak end of the laptop and the display of 120hz kind of goes to waste with newer title,0
The keyboard is stunning and takes a little bit of getting used to,0
"A computer powered by an alternative source of energy (solar, wind, etc)",1
"The display is also beautiful, the colors are very vivid and well claibrated and with Dragon Center (msi main software) you can easily switch between profiles that met all possible situations you might be in, like gaming, watching movies or just browsing.",0
Its not as ergonomic as my mac and my hands will cramp up after prolonged use.,0
"If you're holding down this button, and attempt to move the mouse it will be unresponsive initially.",0
It is lightyears harder than your standard SSD install on a laptop.,0
Only offering Win 10 Home,0
It has adequate brightness to use in daylight,0
"the frame of the laptop is almost too flexible, it seems like they made the chassis too thin",0
No numpad/full size keyboard,0
it’s very light weight and performance is good,0
"Looks very slim, but has quite a bit of weight keeping it very strong and sturdy.",0
Machine Learning is a breeze for deep neural networks when training on the NVIDIA 2080 RTX GPU even on this max-q version.,0
"The AWS & d keys are white, which looks so tacky",0
"The display is outstanding, beginning with the matt finish 1920x1080 HD screen.",0
the trackpad is one of the best ones I've used on a windows device.,0
Playing Fortnite on the lowest possible resolution settings cause the fans to scream and shout.,0
it is significantly more durable than older models.,0
The plug you insert to the computer will not connect,0
Its light-weight is amazing! I can carry it around between work and home in my backpack without it feeling like a burden,0
the synchronization and effects you can come up with are enough to make you feel you are in your batcave,0
"This laptop is pretty solid, carrying it and the charger around to and from class haven't been much of a problem.",0
The laptop was well packaged,0
It is very fast and has a beautiful display.,0
"I think that's highly misleading if it ships with 2x8GB, which is how mine arrived.",0
A pressure-sensitive touchpad that detects the amount of pressure used when interacting with it and reacts accordingly,1
"It has been the easiest computer to set up in terms of loading software, etc.",0
Tablets just seem so much easier,0
It is lightweight yet seems to have a quality build.,0
The screen is really incredible and the bezels are so small that it just looks like one whole screen!,0
"It's light, thin, it looks great, and has some great specs too",0
"The charger that came with it, has a EURO style plug, which is basically useless in the US.",0
It seems to have all the power I expected of it and the aesthetics are a lovely upgrade for me.,0
Keyboard is fun to customize and everything feels super snappy with the high refresh screen,0
A computer with integrated or attachable solar panel,1
a bit heavy for an all-around laptop.,0
the i7 throttles sometimes,0
"Runs hot, sound is garbled from time to time, slow (no apps installed, just working within Gmail), and heard me (Cortana) about 50% of the time.",0
the space bar is sunken in on the right side and works only half the time when pressed with the left thumb while touch typing,0
It's small and lightweight.,0
"The 1080p touchscreen is fantastic and paired with WIndows 10, it works better than expected.",0
It's really great that it don't have palm rest area that could potentially gets dirty every time,0
the pen holder takes up a USB port and blocks other ports.,0
"Looks really professional, you can take this to the office without catching glares.",0
you are wowed by how both light and elegant it is in your hands,0
"under full load from a graphics intensive game, or in turbo mode, fans are a bit loud",0
"A computer with a fanless architecture, so it can be used in a totally silent environment",1
track pad works great with lots of features,0
"I have watched netflix, youtube and my own videos from my full HD camera and there is no problem.",0
I really enjoy how beautiful it looks. Slim and powerful.,0
"Very small and lightweight machine, nearly identical in size to the Razer Blade Advanced",0
The included i7 and SSD are extremely fast,0
I really love the keyboard (I type faster on it than my mechanical keyboard sometimes) and the display is stunning,0
"great graphics, thin and fast computer",0
I have been in search for a Windows tablet.,0
The keyboard has a nice feel and the lighted keys can be nice for working in dimly lit spaces.,0
They keys are also individually mappable,0
"an integrated GPU is a great deal slower than a dedicated GPU when it comes to video editing, gaming, and other graphics-intensive tasks",0
"Never got HD audio working with Linux, no sound from HDMI or display port",0
The laptop design is evolutionary and except and signals a new design language for laptops to come.,0
s pen is hard to open,0
The fingerprint touch pad for signing in works flawlessly.,0
"it gets pretty noisy when the fan kicks in, but heat kills computers so you have to live with a certain amount of it.",0
construction quality is strong and materials feel high quality,0
mine arrived quickly and in fine shape,0
"It is really sleek, the design is amazing, loved every physical aspect of it.",0
The touchscreen every so often wouldn’t respond.,0
I love the keyboard and how you can change the color of every individual key,0
The sound is good for a laptop of this size.,0
I am particularly impressed with the build quality and the attention to little details,0
The Bluetooth connectivity is nice.,0
One of the RGB lights where the fans are not lighting up,0
"Some keys are 'sticky' and stay depressed, especially the peripheral keys which aren't used much",0
"The sound is exemplary, with the Bang & Olufsen speakers.",0
the track pad is accurate and never seems to be over sensitive or get in the way,0
The specs of the computer are great and it is fast and snappy.,0
"This is a fast, well-optioned machine inside",0
"Elegant, sleek design, gorgeous 4K display and it's very powerful for an Ultrabook.",0
"When you hit the function key, the function keys light up which is a cool touch.",0
The battery never seems to reach 100%,0
"Aorus 15 does look and feel a little bulky, weighing a little over 5 pounds and nearly measuring at 1 inch thick.",0
I don't especially like is the placement of the power button on the keyboard as if it was just another key.,0
"The screen is vibrant with Full HD Widescreen , 14” viewing, and two speakers",0
"This one is a good size, well placed with good buttons.",0
The specs for this machine are pretty high up there for such a sleek form factor.,0
Little heavy not sure if I have a screen protector that would be a bummer afraid to to take off temporary.,0
It is completely modern and efficient computer.,0
The battery can stay alive up to 7 hours depends on how you doing with it.,0
"I've owned this laptop for almost exactly a year now, and it has served me very well.",0
the fingerprint scanner didn’t read until after a few attempts.,0
"Even though the heat does not reach high temperatures, the noise is loud enough to cover even the highest volume coming from the game.",0
A little to the downside is that it doesn't come with a lot of ports on the side,0
The speaker grills can easily be dented.,0
"the surface of the keyboard, palmrest and touchpad are great because they are NOT fingerprint magnets.",0
This laptop is noticeably faster at everything and the screen is superior.,0
It arrived very quickly and came packaged in a beautiful black box with the msi logo in gold.,0
Excellent quality of components and construction,0
Battery life was descent.,0
This laptop is great for school and work.,0
the battery does not last more than a couple hours under heavy game use.,0
"there's no left windows key, which is kinda annoying.",0
Computer froze and made a loud constant noise so I shut it down manually.,0
"I tried to contact them 2 times by phone, 3 times trough chat and 7 times trough e-mail and no acknowledge of a problem, estimate on when my laptop will be sent back or anything else.",0
Having the ability to change fan speed is great because it can help save the computer from damage in the long run.,0
"I use it primarily for gaming, and the refresh rate of the screen is INSANE",0
"It's light, has very good specs, and the 144hz screen is great.",0
this computer boots up rather quickly.,0
"Considering the screen size, it is easy to lift.",0
The keyboard has good feeling with decent travel distance while typing.,0
It is super powerful and runs all games great,0
Very easy process and a clean installation of Windows 10 with no weird BIOS crashes or anything like that,0
"The computer is an Intel Core i7, so you know it is going to be fast and powerful",0
Easy to change backlit keyboard colors etc and overall solid construction.,0
The mousepad is smooth to work with,0
it has a mode where it will use 50% of the battery and then start to charge to prolong battery life.,0
Maybe a laptop with multiple foldable screens which can be combined to form a bigger one will be the solution.,1
the alternate keys now light up so you can see them in the dark,0
It's very light in the hand for its screen size.,0
"The laptop's monitor is high quality, and the high refresh rate makes watching live sports or gaming look great",0
The Omen takes around 10 seconds to startup into Window 10!,0
The keyboard is very nice with a quiet yet tactile feel to it.,0
it does get hot if using it in your lap and would be impossible to game with it in lap.,0
"drivers were old, on a laptop that was *just* released in the last few weeks.",0
The touchpad is very fussy about where you press it to get a left click or a right-click.,0
It does get pretty hot though when gaming so I am not sure of it’s longevity.,0
"The GS75 is a very powerful laptop that is surprisingly light weight, it has strong build quality and it look good to be honest.",0
"I was looking for something light, small, and can handle anything I throw at it, while looking professional when doing it",0
The fingerprint recognizer is amazingly good and fast,0
"Some months ago, the fan speed started to behave like crazy",0
Nice 'seamless' workflow options if you also have a Galaxy Phone,0
it manages to balance the cool factor of being a gaming laptop,0
did not come in its hard wooden case and with the laptop sleeve.,0
"Some of the reviews mention the touch screen, which this one does not have",0
the back-lighting on the keyboard was not working.,0
It is a constant swooshing sound that's very clearly audible in a quiet room.,0
"when opening the screen one-handed, the bottom half (more or less) stays flat on the table.",0
They had a beautiful aluminum case and were super thin.,0
"good sound, touch screem and super light",0
Biggest drawback is the lack of touchscreen,0
4k display is truly beautiful,0
Great performer and excellent build quality.,0
I Wish it came with upgrade options such as 1TB SSD and 32gb ram,0
the USB's weren't in a very intuitive position,0
Quality of the LCD is the best I have seen in a laptop to date,0
The contrast ratio and blacks really make the display pop.,0
One thing that disappointed me is that in Windows Power Options there is no way to change to high performance.,0
It would be fantastic if the laptop has a projector.,1
tracking is good and smooth,0
The screen is really amazing.,0
The screen looks super nice with brilliant color.,0
Programs run quick and windows takes seconds to boot up,0
It won't power on if unplugged and immediately shuts down if unplugged,0
SSD size was a bit small at 256GB,0
"when in sleep mode, the computer sometimes refuses to power on its screen, meaning you have to restart the entire thing to wake it up.",0
The processor is a bit slow,0
The power button LED is blaring super bright red,0
there is pretty massive screen backlight bleed in the corners,0
"With general working, emails, internet, etc the battery will easily last 5+ hours.",0
The touchpad works very well which surprised me.,0
it can be a little loud when the gpu kicks in,0
The touch pad is on the right of the keyboard and doubles as the numeric pad. It feels narrow and awkward,0
"This laptop has amazingly good build quality, and is very snappy to use.",0
there were minor glitches when setting it up such as the hard drive being in two partitions and NVIDIA Ge-force Experience had to be uninstalled and reinstalled for it to work properly.,0
"the LED's are a bit bright and hard to look at, and the font used for the keys can be difficult to read at a glance.",0
The front camera is a embarrassment for a $1200 laptop,0
The screen is clear and crisp,0
The visual display is awesome and very clear and bright.,0
"It looks sleek, has amazing battery life, and more horsepower than my old desktop.",0
"17+” of Smooth 144hz refresh rate. Back lid made of aluminum, really thin plastic bezels with a 1” chin",0
Using the keyboard this way for just a couple of days started hurting my thumb,0
Most navigational keys are placed in strange places.,0
"I emailed customer service and after initial info requests, there was no further response and it has been two weeks.",0
"It comes with a backlit keyboard, a great convenience when the surrounding light is not the best.",0
the paint could get scratched easily,0
powerful and very light compared to other full laptop RTX cards.,0
The Intel core and the windows 10 are very fast,0
I'm just blown away by this design and how much power this thing packs,0
"build quality is fantastic, VERY VERY solid machine.",0
The processing power is a good bang for the buck with an intel 8th gen i7,0
The flipped motherboard was a great choice,0
The touch screen is very responsive and having the included pen to use is a great extra for many apps.,0
The build quality is leaps and bounds higher. Virtually no deck flex and feels super solid.,0
The fans are loud like most laptops. Its so loud it disturbs others in the same room.,0
Starting the PC up and getting running only takes seconds.,0
THE TABLET IS EASY TO USE AND THE BATTERY IS GOOD,0
Only had this for a few hours since it was a gift for someone and I wanted to make sure it worked.,0
Fans can get quite loud.,0
I think the M.2 SSD Slot is very useful,0
I am having a lot of fun designing keyboard light layouts,0
I received the laptop very quickly.,0
The power port location was a bit awkward since it was on the right side in the middle,0
the coil whine in this machine is considerably worse than the coil whine in the previous machine I owned,0
Magnetic keycaps to quickly switch hotkeys,1
this laptop exceeded my expectations and is definitely worth the price.,0
The external lights are subtle,0
When I turned this thing on it was nearly instant.,0
the fans get quite loud at load,0
The fingerprint scanner is an added bonus to login,0
started crashing randomly turning black screen and forcing me to press the battery reset bottom on the bottom of the laptop.,0
The HP Omen laptop is a well constructed and capable laptop that includes one of the latest generations of Nvidia RTX2060 GPU’s.,0
it is gorgeous and the all-aluminum body is outstanding!!!,0
The RGB backlight for the keyboard is very bright. I like it on the lowest of 11 settings that can be controlled with the function keys.,0
The speakers are good and will let you hear things well even outside,0
Not as responsive as anticipated.,0
several keys allow a VERY LIMITED amount of light through so F1-F12 buttons are not actually visible with the illumination.,0
Got to set up the RGB lighting of the keyboard and it was so pleasing to see while typing this review,0
Lots of lag and slow response from the computer,0
you have many expansion options with the Thunderbolt 3/USB-C port.,0
the fingerprint reader stops working,0
"it's a solid feeling machine, and a suave looking one.",0
Extremely powerful and aesthetic computer that boasts the newest 144hz screen which is incredible when gaming.,0
The fan was initially startling loud,0
this replacement unit has way more backlight bleeding than the previous one,0
it is light and this feature is very important for me since I carry it to school with me.,0
I like the touchscreen,0
Fully patched and updated with Asus' drivers (which also had very bad installers) and still crashed intermittently.,0
speakers crackle and have not been sounding good to me,0
"After using the touch screen for severalonutes, the cursor is not available and computer has to be restarted for it to work again.",0
The laptop softly whispered in my ears via the sound jack at crisp quality only a laptop of this mangitutde can provide.,0
The SSD is expandable if you're willing to take a heat gun to it and open it up,0
Super thin and light weight and plays all the games I play with ease.,0
First one I received the laptop battery didn’t work properly,0
Nice sound quality when playing skyrim se with 100s of mods.,0
"the feel of it is quite nice, and it is a very svelte form factor.",0
they included bloatware that you can't uninstall,0
the GPU runs pretty cool,0
wouldn't get past the Blue Setup Screen,0
"A wobbly scree-view that has the image ""dancing"" at the slightest touch",0
"its nice, compact and powerful for on the go assignments and gaming.",0
There is a game port that makes your game run beautiful on external monitor.,0
"This comes with a very nice 512 GB SSD, and it's an M.2 drive which means it's crazy fast.",0
It also takes quite a while upon start up.,0
the cpu in this machine is not capable of meeting many games required specs.,0
extrimly happy with screen quality and it preformance,0
It is lightning fast and the gaming power inside makes for an all around great laptop that is worth every penny,0
This is the best trackpad on a Windows machine that you're going to find.,0
"can easily adjust most of your settings from Dragon Center; fans, color/display, keyboard.",0
When I received my computer the gold trim and individual RGB lighting was breath taking,0
it would be nice if the screen could fold back or rotate so it could be used more like a tablet,0
"Small hard drive, only 256GB which is kinda useless",0
"I had instances where the laptop overheated while playing ""Overwatch"" and I checked the temperature via Armoury Crate and it was at 94% and the laptop itself was very hot when I touched it.",0
I attempted Windows setup and one of my keys half fell-off.,0
The RGB on presets alone on the keyboard are impressive,0
It has a gorgeous touch screen,0
once the heat kicks in there will be frame drops.,0
Comes with lots of bloatware,0
"A human being, that speaks my language, answered my call in less than 5 minutes and was very knowledgeable and understood what I was dealing with.",0
Mild coil whine but it's usually just when it's on Gaming/creator mode.,0
"It is also light weight compare to my MSI 17"". I am definitely brag and encourage gamers and videographers to invest in this machine",0
"The laptop boots up quickly, operates great and works without issues of any kind that I can see.",0
"this is a very decent, very beautiful ultrabook and i especially love the mix of materials and color choice- it looks classy, business and professional.",0
"the battery life is good, and it's not too heavy, it should also be a great all-around laptop.",0
it is light weight and easy to use in your lap for day to day work.,0
its thin and its lightweigh,0
"As sustainability becomes increasingly important, computers with built-in environmental sensors could monitor factors such as temperature, air quality, and energy consumption. These computers could provide real-time feedback, suggest energy-saving measures, and contribute to a more eco-friendly computing ecosystem.",1
Key cap feels and response better than I expect.,0
"The sound is tinny, which is unforgivable considering how huge the speaker grills are",0
I only have one negative thing to say so far and that is that it is a fingerprint magnet.,0
144hz refresh rate is awesome for portable gaming,0
The FPS is extremely disappointing for what it is. BFV i would get an average FPS of 70-80 on medium settings.,0
A technician at Asus damaged my notebook and they are blaming it on me.,0
"The build of the MSI screen was disappointingly flimsy and I feel that I could one day break this thing if I opened the screen the wrong way, especially with one hand.",0
my laptop cant connect to internet,0
I love the tactile feel and the fact that it is still a real laptop that can be upgraded easily.,0
The 144hz display is extremely crisp and smooth,0
The only thing missing is touchscreen capability,0
Super fast and gaming is a breeze.,0
"It is also surprisingly easy to write on, the pen has a feel almost like writing on paper with a little bit of grab so the pen is not just sliding.",0
"It performs like a desktop, and its mobility is awesome.",0
three zone RGB is awesome.,0
Heat management is quite good. I hovered around 70-75/C after a couple of hours of gaming.,0
two important keys are not working,0
It wont recognize a 1tb m.2 drive at all,0
The colors are vivid and accurate.,0
A curved space bar for more comfortable typing,1
It has a gorgeous design and it runs so smoothly,0
The performance is great and the keyboard and display are very good.,0
the wireless card also has connection issues when the driver updates to the newest version which will prevent you from connecting to any network.,0
